证券代码,证券简称,细分行业,Unnamed: 3,一级行业,细分行业.1
300694.SZ,蠡湖股份,底盘与发动机系统,,,
002566.SZ,益盛药业,中药Ⅲ,,,
002800.SZ,天顺股份,公路货运,,,
300514.SZ,友讯达,电工仪器仪表,,,
003017.SZ,大洋生物,无机盐,,,
300736.SZ,百邦科技,其他电子Ⅲ,,,
603329.SH,上海雅仕,原材料供应链服务,,,
301314.SZ,科瑞思,通信网络设备及器件,,,
301234.SZ,五洲医疗,医疗耗材,,,
603359.SH,东珠生态,园林工程,,,
600322.SH,津投城开,住宅开发,,,
600097.SH,开创国际,海洋捕捞,,,
603900.SH,莱绅通灵,钟表珠宝,,,
300240.SZ,飞力达,中间产品及消费品供应链服务,,,
002144.SZ,宏达高科,其他纺织,,,
300198.SZ,ST纳川,管材,,,
920779.BJ,武汉蓝电,锂电专用设备,,,
600833.SH,第一医药,线下药店,,,
300906.SZ,日月明,仪器仪表,,,
603176.SH,汇通集团,基建市政工程,,,
600444.SH,国机通用,其他专用设备,,,
300412.SZ,迦南科技,其他专用设备,,,
002133.SZ,广宇集团,住宅开发,,,
688310.SH,迈得医疗,其他自动化设备,,,
688450.SH,光格科技,仪器仪表,,,
920344.BJ,三元基因,其他生物制品,,,
688132.SH,邦彦技术,军工电子Ⅲ,,,
300845.SZ,捷安高科,其他计算机设备,,,
300076.SZ,GQY视讯,面板,,,
603335.SH,迪生力,轮胎轮毂,,,
002909.SZ,集泰股份,有机硅,,,
603321.SH,梅轮电梯,楼宇设备,,,
600148.SH,长春一东,底盘与发动机系统,,,
600287.SH,苏豪时尚,贸易Ⅲ,,,
000619.SZ,海螺新材,其他建材,,,
000790.SZ,华神科技,中药Ⅲ,,,
002828.SZ,贝肯能源,油田服务,,,
688130.SH,晶华微,模拟芯片设计,,,
600533.SH,栖霞建设,住宅开发,,,
603168.SH,莎普爱思,化学制剂,,,
300713.SZ,英可瑞,其他电源设备Ⅲ,,,
688121.SH,卓然股份,能源及重型设备,,,
600371.SH,万向德农,种子,,,
605151.SH,西上海,车身附件及饰件,,,
300597.SZ,吉大通信,通信工程及服务,,,
300732.SZ,设研院,工程咨询服务Ⅲ,,,
000757.SZ,浩物股份,汽车综合服务,,,
002253.SZ,*ST智胜,垂直应用软件,,,
002732.SZ,燕塘乳业,乳品,,,
300778.SZ,新城市,工程咨询服务Ⅲ,,,
300865.SZ,大宏立,能源及重型设备,,,
003042.SZ,中农联合,农药,,,
003030.SZ,祖名股份,其他农产品加工,,,
003032.SZ,*ST传智,培训教育,,,
002679.SZ,福建金森,林业Ⅲ,,,
920087.BJ,秋乐种业,种子,,,
300554.SZ,三超新材,磨具磨料,,,
301359.SZ,东南电子,其他电子Ⅲ,,,
000609.SZ,ST中迪,住宅开发,,,
688113.SH,联测科技,其他专用设备,,,
920592.BJ,华信永道,垂直应用软件,,,
300387.SZ,富邦科技,复合肥,,,
300371.SZ,汇中股份,仪器仪表,,,
920160.BJ,北矿检测,检测服务,,,
002780.SZ,三夫户外,运动服装,,,
920028.BJ,新恒泰,其他塑料制品,,,
301063.SZ,海锅股份,能源及重型设备,,,
000911.SZ,广农糖业,其他农产品加工,,,
000953.SZ,河化股份,原料药,,,
688203.SH,海正生材,改性塑料,,,
000985.SZ,大庆华科,其他石化,,,
300851.SZ,交大思诺,轨交设备Ⅲ,,,
600228.SH,*ST返利,门户网站,,,
002598.SZ,ST章鼓,其他通用设备,,,
301065.SZ,本立科技,原料药,,,
688288.SH,鸿泉技术,其他计算机设备,,,
603616.SH,韩建河山,水泥制品,,,
300610.SZ,晨化股份,其他化学制品,,,
002809.SZ,红墙股份,其他化学制品,,,
688638.SH,誉辰智能,锂电专用设备,,,
920892.BJ,广咨国际,工程咨询服务Ⅲ,,,
002388.SZ,新亚制程,其他电子Ⅲ,,,
300422.SZ,博世科,水务及水治理,,,
300947.SZ,德必集团,商业物业经营,,,
002691.SZ,冀凯股份,能源及重型设备,,,
301502.SZ,华阳智能,电机Ⅲ,,,
301505.SZ,苏州规划,工程咨询服务Ⅲ,,,
605180.SH,华生科技,其他纺织,,,
002858.SZ,力盛体育,体育Ⅲ,,,
301588.SZ,美新科技,瓷砖地板,,,
301130.SZ,西点药业,化学制剂,,,
600159.SH,大龙地产,住宅开发,,,
000679.SZ,大连友谊,百货,,,
603028.SH,赛福天,金属制品,,,
301512.SZ,智信精密,其他自动化设备,,,
920036.BJ,觅睿科技,安防设备,,,
603137.SH,恒尚节能,装修装饰Ⅲ,,,
603385.SH,惠达卫浴,卫浴制品,,,
600099.SH,林海股份,其他运输设备,,,
300966.SZ,共同药业,原料药,,,
000952.SZ,广济药业,原料药,,,
002775.SZ,文科股份,园林工程,,,
000856.SZ,冀东装备,其他专用设备,,,
300519.SZ,新光药业,中药Ⅲ,,,
301006.SZ,迈拓股份,仪器仪表,,,
002687.SZ,乔治白,非运动服装,,,
920007.BJ,酉立智能,光伏辅材,,,
300460.SZ,ST惠伦,被动元件,,,
920122.BJ,中纺标,检测服务,,,
000639.SZ,西王食品,保健品,,,
300564.SZ,筑博设计,工程咨询服务Ⅲ,,,
300645.SZ,正元智慧,其他计算机设备,,,
301355.SZ,南王科技,纸包装,,,
688616.SH,西力科技,电工仪器仪表,,,
002084.SZ,海鸥住工,卫浴制品,,,
688156.SH,路德科技,畜禽饲料,,,
001373.SZ,翔腾新材,光学元件,,,
001387.SZ,雪祺电气,冰洗,,,
300225.SZ,*ST金泰,涂料油墨,,,
920046.BJ,亿能电力,输变电设备,,,
300211.SZ,*ST亿通,通信工程及服务,,,
603536.SH,惠发食品,预加工食品,,,
002319.SZ,乐通股份,涂料油墨,,,
301163.SZ,宏德股份,风电零部件,,,
002247.SZ,聚力文化,其他建材,,,
920199.BJ,倍益康,个护小家电,,,
003011.SZ,海象新材,瓷砖地板,,,
603679.SH,华体科技,LED,,,
001260.SZ,坤泰股份,车身附件及饰件,,,
920086.BJ,科马材料,底盘与发动机系统,,,
300462.SZ,ST华铭,其他计算机设备,,,
920099.BJ,瑞华技术,其他化学制品,,,
002495.SZ,佳隆股份,调味发酵品Ⅲ,,,
300268.SZ,*ST佳沃,其他农产品加工,,,
002486.SZ,嘉麟杰,运动服装,,,
920001.BJ,纬达光电,面板,,,
002802.SZ,洪汇新材,其他化学制品,,,
002999.SZ,天禾股份,复合肥,,,
600706.SH,曲江文旅,人工景区,,,
605069.SH,正和生态,综合环境治理,,,
688092.SH,爱科科技,其他专用设备,,,
000838.SZ,财信发展,住宅开发,,,
688051.SH,佳华科技,IT服务Ⅲ,,,
688056.SH,莱伯泰科,仪器仪表,,,
002696.SZ,百洋股份,水产饲料,,,
002743.SZ,富煌钢构,钢结构,,,
002817.SZ,黄山胶囊,原料药,,,
600235.SH,民丰特纸,特种纸,,,
600051.SH,宁波联合,综合Ⅲ,,,
300126.SZ,锐奇股份,其他通用设备,,,
002205.SZ,国统股份,水泥制品,,,
000605.SZ,渤海股份,水务及水治理,,,
300899.SZ,*ST凯鑫,水务及水治理,,,
003008.SZ,开普检测,检测服务,,,
001231.SZ,农心科技,农药,,,
301198.SZ,喜悦智行,塑料包装,,,
000637.SZ,茂化实华,其他石化,,,
300721.SZ,怡达股份,其他化学制品,,,
000995.SZ,皇台酒业,白酒Ⅲ,,,
301272.SZ,英华特,制冷空调设备,,,
920121.BJ,江天科技,纸包装,,,
300030.SZ,阳普医疗,医疗设备,,,
603208.SH,江山欧派,定制家居,,,
300935.SZ,盈建科,垂直应用软件,,,
002816.SZ,*ST和科,其他专用设备,,,
300305.SZ,裕兴股份,膜材料,,,
301298.SZ,东利机械,其他汽车零部件,,,
002898.SZ,*ST赛隆,化学制剂,,,
300097.SZ,智云股份,其他自动化设备,,,
300167.SZ,ST迪威迅,IT服务Ⅲ,,,
002848.SZ,*ST高斯,彩电,,,
300716.SZ,ST泉为,光伏电池组件,,,
002760.SZ,凤形股份,磨具磨料,,,
002076.SZ,*ST星光,照明设备Ⅲ,,,
603021.SH,ST华鹏,其他家居用品,,,
300536.SZ,农尚环境,园林工程,,,
920981.BJ,晶赛科技,被动元件,,,
920227.BJ,美登科技,IT服务Ⅲ,,,
603818.SH,曲美家居,成品家居,,,
920124.BJ,南特科技,家电零部件Ⅲ,,,
920169.BJ,七丰精工,金属制品,,,
920663.BJ,明阳科技,车身附件及饰件,,,
603041.SH,美思德,聚氨酯,,,
300928.SZ,华安鑫创,汽车电子电气系统,,,
920706.BJ,铁拓机械,工程机械整机,,,
920523.BJ,德瑞锂电,锂电池,,,
301072.SZ,中捷精工,底盘与发动机系统,,,
002592.SZ,ST八菱,底盘与发动机系统,,,
605177.SH,东亚药业,原料药,,,
301126.SZ,达嘉维康,医药流通,,,
003003.SZ,天元股份,综合包装,,,
301519.SZ,舜禹股份,水务及水治理,,,
301429.SZ,森泰股份,其他建材,,,
003004.SZ,*ST声迅,安防设备,,,
300605.SZ,恒锋信息,垂直应用软件,,,
920914.BJ,远航精密,锂电池,,,
603073.SH,彩蝶实业,涤纶,,,
603506.SH,南都物业,物业管理,,,
300961.SZ,深水海纳,水务及水治理,,,
688026.SH,洁特生物,医疗耗材,,,
002105.SZ,信隆健康,其他运输设备,,,
301113.SZ,雅艺科技,其他家居用品,,,
002513.SZ,蓝丰生化,农药,,,
300883.SZ,龙利得,纸包装,,,
603356.SH,华菱精工,楼宇设备,,,
301010.SZ,晶雪节能,其他建材,,,
301131.SZ,聚赛龙,改性塑料,,,
603378.SH,亚士创能,涂料,,,
000752.SZ,ST西发,啤酒,,,
920694.BJ,中裕科技,其他橡胶制品,,,
001259.SZ,利仁科技,厨房小家电,,,
300517.SZ,海波重科,钢结构,,,
300112.SZ,万讯自控,仪器仪表,,,
002652.SZ,扬子新材,其他建材,,,
301024.SZ,霍普股份,工程咨询服务Ⅲ,,,
688395.SH,正弦电气,工控设备,,,
600149.SH,廊坊发展,热力服务,,,
920158.BJ,长江能科,能源及重型设备,,,
300549.SZ,优德精密,其他专用设备,,,
301390.SZ,经纬股份,工程咨询服务Ⅲ,,,
300074.SZ,华平股份,垂直应用软件,,,
300103.SZ,达刚控股,其他专用设备,,,
300205.SZ,*ST天喻,通信终端及配件,,,
688426.SH,康为世纪,体外诊断,,,
301001.SZ,凯淳股份,电商服务,,,
000692.SZ,惠天热电,热力服务,,,
300949.SZ,奥雅股份,园林工程,,,
920579.BJ,机科股份,机器人,,,
603557.SH,ST起步,鞋帽及其他,,,
600768.SH,宁波富邦,铝,,,
600202.SH,哈空调,制冷空调设备,,,
920976.BJ,视声智能,安防设备,,,
600082.SH,海泰发展,产业地产,,,
603183.SH,建研院,检测服务,,,
301515.SZ,港通医疗,医疗设备,,,
920729.BJ,永顺生物,动物保健Ⅲ,,,
603177.SH,德创环保,大气治理,,,
001366.SZ,播恩集团,畜禽饲料,,,
920187.BJ,通领科技,车身附件及饰件,,,
603029.SH,天鹅股份,农用机械,,,
920055.BJ,隆源股份,底盘与发动机系统,,,
603214.SH,爱婴室,专业连锁Ⅲ,,,
002694.SZ,顾地科技,管材,,,
002630.SZ,ST华西,火电设备,,,
920575.BJ,康乐卫士,疫苗,,,
000702.SZ,正虹科技,畜禽饲料,,,
000663.SZ,永安林业,林业Ⅲ,,,
002306.SZ,*ST云网,餐饮,,,
300334.SZ,津膜科技,水务及水治理,,,
688393.SH,安必平,体外诊断,,,
002227.SZ,奥特迅,其他电源设备Ⅲ,,,
002963.SZ,豪尔赛,装修装饰Ⅲ,,,
605122.SH,四方新材,水泥制品,,,
603580.SH,*ST艾艾,其他塑料制品,,,
920273.BJ,一致魔芋,其他农产品加工,,,
920190.BJ,雷神科技,其他计算机设备,,,
920403.BJ,康农种业,种子,,,
300163.SZ,先锋新材,其他化学制品,,,
300640.SZ,德艺文创,其他家居用品,,,
300675.SZ,建科院,工程咨询服务Ⅲ,,,
000056.SZ,皇庭国际,物业管理,,,
002622.SZ,皓宸医疗,医院,,,
920662.BJ,方盛股份,其他通用设备,,,
000668.SZ,*ST荣控,住宅开发,,,
600119.SH,长江投资,跨境物流,,,
920082.BJ,方正阀门,金属制品,,,
605567.SH,春雪食品,预加工食品,,,
920807.BJ,奔朗新材,磨具磨料,,,
002656.SZ,*ST摩登,非运动服装,,,
920396.BJ,常辅股份,其他自动化设备,,,
002524.SZ,光正眼科,医院,,,
000820.SZ,*ST节能,环保设备Ⅲ,,,
600137.SH,浪莎股份,非运动服装,,,
688670.SH,金迪克,疫苗,,,
300886.SZ,华业香料,化妆品制造及其他,,,
688058.SH,宝兰德,横向通用软件,,,
688420.SH,美腾科技,能源及重型设备,,,
300923.SZ,研奥股份,轨交设备Ⅲ,,,
301273.SZ,瑞晨环保,其他通用设备,,,
300823.SZ,建科智能,其他专用设备,,,
920299.BJ,灿能电力,电网自动化设备,,,
600303.SH,曙光股份,商用载客车,,,
300556.SZ,丝路视觉,垂直应用软件,,,
920017.BJ,星昊医药,化学制剂,,,
300081.SZ,ST恒信,通信应用增值服务,,,
920166.BJ,海圣医疗,医疗耗材,,,
920564.BJ,天润科技,IT服务Ⅲ,,,
920050.BJ,爱舍伦,医疗耗材,,,
002316.SZ,亚联发展,金融信息服务,,,
300013.SZ,新宁物流,中间产品及消费品供应链服务,,,
600107.SH,ST尔雅,非运动服装,,,
300717.SZ,华信新材,其他塑料制品,,,
920790.BJ,联迪信息,IT服务Ⅲ,,,
300838.SZ,浙江力诺,金属制品,,,
300220.SZ,金运激光,娱乐用品,,,
920701.BJ,豪声电子,消费电子零部件及组装,,,
603908.SH,牧高笛,鞋帽及其他,,,
300472.SZ,*ST新元,其他专用设备,,,
920924.BJ,广脉科技,通信工程及服务,,,
002910.SZ,庄园牧场,乳品,,,
002207.SZ,准油股份,油田服务,,,
002188.SZ,中天服务,物业管理,,,
603709.SH,中源家居,成品家居,,,
603860.SH,中公高科,工程咨询服务Ⅲ,,,
688189.SH,南新制药,化学制剂,,,
688466.SH,金科环境,水务及水治理,,,
301030.SZ,仕净科技,环保设备Ⅲ,,,
001336.SZ,楚环科技,环保设备Ⅲ,,,
300614.SZ,百川畅银,固废治理,,,
920011.BJ,晨光电机,电机Ⅲ,,,
301139.SZ,元道通信,通信工程及服务,,,
300535.SZ,达威股份,其他化学制品,,,
002820.SZ,桂发祥,烘焙食品,,,
920985.BJ,海泰新能,光伏电池组件,,,
920304.BJ,迪尔化工,其他化学原料,,,
688695.SH,中创股份,横向通用软件,,,
301049.SZ,超越科技,固废治理,,,
301336.SZ,趣睡科技,成品家居,,,
920171.BJ,志晟信息,IT服务Ⅲ,,,
603022.SH,新通联,综合包装,,,
300106.SZ,西部牧业,乳品,,,
300958.SZ,建工修复,综合环境治理,,,
603779.SH,威龙股份,其他酒类,,,
920703.BJ,广厦环能,能源及重型设备,,,
920184.BJ,国源科技,IT服务Ⅲ,,,
002591.SZ,恒大高新,其他化学制品,,,
920098.BJ,科隆新材,其他橡胶制品,,,
603825.SH,ST华扬,营销代理,,,
688193.SH,仁度生物,体外诊断,,,
000632.SZ,三木集团,综合Ⅲ,,,
301037.SZ,保立佳,涂料油墨,,,
600448.SH,华纺股份,印染,,,
001211.SZ,双枪科技,其他家居用品,,,
002715.SZ,登云股份,底盘与发动机系统,,,
600493.SH,凤竹纺织,棉纺,,,
002569.SZ,*ST步森,非运动服装,,,
920689.BJ,克莱特,其他通用设备,,,
920943.BJ,优机股份,金属制品,,,
920188.BJ,悦龙科技,其他橡胶制品,,,
002199.SZ,*ST东晶,被动元件,,,
300670.SZ,大烨智能,配电设备,,,
920770.BJ,艾能聚,光伏电池组件,,,
920693.BJ,阿为特,金属制品,,,
688681.SH,科汇股份,电网自动化设备,,,
920128.BJ,胜业电气,被动元件,,,
600778.SH,友好集团,多业态零售,,,
000610.SZ,西安旅游,旅游综合,,,
300635.SZ,中达安,工程咨询服务Ⅲ,,,
600847.SH,万里股份,蓄电池及其他电池,,,
600892.SH,*ST大晟,游戏Ⅲ,,,
300313.SZ,*ST天山,其他养殖,,,
920006.BJ,晟楠科技,航空装备Ⅲ,,,
002494.SZ,华斯股份,非运动服装,,,
301372.SZ,科净源,水务及水治理,,,
920489.BJ,佳先股份,其他化学原料,,,
920062.BJ,科润智控,输变电设备,,,
920180.BJ,爱得科技,医疗耗材,,,
688096.SH,京源环保,水务及水治理,,,
002789.SZ,*ST建艺,装修装饰Ⅲ,,,
603879.SH,永悦科技,合成树脂,,,
300169.SZ,天晟新材,其他化学制品,,,
920371.BJ,欧福蛋业,其他农产品加工,,,
300649.SZ,杭州园林,园林工程,,,
688565.SH,力源科技,水务及水治理,,,
688573.SH,信宇人,锂电专用设备,,,
603717.SH,天域生物,生猪养殖,,,
920870.BJ,恒进感应,机床工具,,,
600697.SH,欧亚集团,多业态零售,,,
603880.SH,南卫股份,医疗耗材,,,
600883.SH,博闻科技,食用菌,,,
920108.BJ,宏海科技,家电零部件Ⅲ,,,
920837.BJ,华原股份,底盘与发动机系统,,,
688021.SH,奥福科技,其他汽车零部件,,,
688329.SH,艾隆科技,其他自动化设备,,,
920080.BJ,奥美森,其他专用设备,,,
920857.BJ,泓禧科技,消费电子零部件及组装,,,
920195.BJ,三祥科技,底盘与发动机系统,,,
920092.BJ,汉鑫科技,IT服务Ⅲ,,,
301167.SZ,建研设计,工程咨询服务Ⅲ,,,
688793.SH,倍轻松,个护小家电,,,
920183.BJ,海菲曼,品牌消费电子,,,
301288.SZ,*ST清研,环保设备Ⅲ,,,
300500.SZ,启迪设计,工程咨询服务Ⅲ,,,
920339.BJ,恒太照明,照明设备Ⅲ,,,
920167.BJ,同享科技,光伏辅材,,,
920035.BJ,精创电气,仪器仪表,,,
920792.BJ,东和新材,耐火材料,,,
920069.BJ,普昂医疗,医疗耗材,,,
920271.BJ,邦德股份,底盘与发动机系统,,,
688067.SH,爱威科技,体外诊断,,,
920130.BJ,立方控股,IT服务Ⅲ,,,
688528.SH,秦川物联,仪器仪表,,,
920003.BJ,中诚咨询,工程咨询服务Ⅲ,,,
002731.SZ,ST萃华,钟表珠宝,,,
920627.BJ,力王股份,蓄电池及其他电池,,,
600561.SH,江西长运,公交,,,
300295.SZ,三六五网,门户网站,,,
920751.BJ,惠同新材,其他金属新材料,,,
920357.BJ,雅葆轩,消费电子零部件及组装,,,
920699.BJ,海达尔,家电零部件Ⅲ,,,
920056.BJ,能之光,其他塑料制品,,,
688078.SH,龙软科技,垂直应用软件,,,
920670.BJ,数字人,医疗研发外包,,,
920033.BJ,康普化学,其他化学制品,,,
688004.SH,博汇科技,IT服务Ⅲ,,,
002529.SZ,*ST海源,其他专用设备,,,
920415.BJ,恒拓开源,垂直应用软件,,,
300405.SZ,科隆股份,其他化学制品,,,
920152.BJ,昆工科技,锂电专用设备,,,
920274.BJ,宏裕包材,塑料包装,,,
920651.BJ,天罡股份,仪器仪表,,,
920476.BJ,海能技术,仪器仪表,,,
920547.BJ,无锡晶海,其他生物制品,,,
300929.SZ,华骐环保,水务及水治理,,,
300621.SZ,维业股份,装修装饰Ⅲ,,,
300417.SZ,南华仪器,仪器仪表,,,
300665.SZ,飞鹿股份,涂料油墨,,,
920061.BJ,西磁科技,其他专用设备,,,
920675.BJ,秉扬科技,非金属材料Ⅲ,,,
920076.BJ,国亮新材,耐火材料,,,
920726.BJ,朱老六,调味发酵品Ⅲ,,,
920896.BJ,旺成科技,底盘与发动机系统,,,
000929.SZ,*ST兰黄,啤酒,,,
600476.SH,湘邮科技,IT服务Ⅲ,,,
600238.SH,*ST椰岛,其他酒类,,,
688671.SH,碧兴物联,环保设备Ⅲ,,,
920786.BJ,骑士乳业,乳品,,,
920925.BJ,锦好医疗,医疗设备,,,
920270.BJ,天铭科技,车身附件及饰件,,,
920263.BJ,中航泰达,大气治理,,,
300152.SZ,ST新动力,综合环境治理,,,
920221.BJ,易实精密,其他汽车零部件,,,
920541.BJ,铁大科技,轨交设备Ⅲ,,,
920346.BJ,威贸电子,消费电子零部件及组装,,,
002193.SZ,如意集团,非运动服装,,,
920374.BJ,云里物里,其他通信设备,,,
688184.SH,ST帕瓦,电池化学品,,,
600455.SH,博通股份,垂直应用软件,,,
920351.BJ,华光源海,跨境物流,,,
920008.BJ,成电光信,军工电子Ⅲ,,,
920690.BJ,捷众科技,车身附件及饰件,,,
002872.SZ,ST天圣,化学制剂,,,
920237.BJ,力佳科技,锂电池,,,
920168.BJ,通宝光电,车身附件及饰件,,,
920058.BJ,华洋赛车,摩托车,,,
920163.BJ,方大新材,综合包装,,,
920429.BJ,康比特,保健品,,,
920932.BJ,科达自控,垂直应用软件,,,
920407.BJ,驰诚股份,仪器仪表,,,
920942.BJ,恒立钻具,工程机械器件,,,
920022.BJ,世昌股份,底盘与发动机系统,,,
688217.SH,睿昂基因,体外诊断,,,
920526.BJ,凯华材料,电子化学品Ⅲ,,,
920566.BJ,梓橦宫,化学制剂,,,
688659.SH,元琛科技,其他化学制品,,,
603729.SH,龙韵股份,营销代理,,,
920656.BJ,海昇药业,原料药,,,
600381.SH,*ST春天,保健品,,,
920363.BJ,莱赛激光,仪器仪表,,,
301098.SZ,金埔园林,园林工程,,,
002211.SZ,ST宏达,有机硅,,,
920906.BJ,舜宇精工,车身附件及饰件,,,
